wbhao,geoid_scatter,teacher,k12,AreaName,teacher_share,k12_share,state,city,city2
White,0100190,14281,156062,"Colbert County, Fayette County, Franklin County, Lamar County, Lauderdale County, Marion County, Walker County",0.917035878,0.795386553,Alabama,,
White,0100290,24508,232058,"Limestone County, Madison County, Marshall County",0.817832947,0.644949555,Alabama,,
White,0100400,4809,69246,"DeKalb County, Jackson County",0.9848454,0.790921867,Alabama,,
White,0100600,5374,71574,"Lawrence County, Morgan County",0.803408563,0.682886362,Alabama,,
White,0100700,3997,61298,"Cullman County, Winston County",0.968500137,0.890454531,Alabama,,
White,0100800,4119,81487,"Blount County, St. Clair County",0.966901422,0.817756653,Alabama,,
White,0100900,4914,50208,Etowah County,0.9174757,0.71477586,Alabama,,
White,0101000,6221,73220,"Cherokee County, Clay County, Cleburne County, Randolph County, Talladega County",0.808027029,0.685869515,Alabama,,
White,0101100,5434,50623,Calhoun County,0.917595387,0.654086173,Alabama,,
White,0101200,11341,111289,Shelby County,0.934492409,0.726908743,Alabama,,
White,0101300,30469,183249,Jefferson County,0.700163126,0.420950472,Alabama,,
White,0101590,8344,71525,"Pickens County, Tuscaloosa County",0.665496886,0.530117154,Alabama,,
White,0101700,3477,32510,"Bibb County, Dallas County, Greene County, Hale County, Marengo County, Perry County, Sumter County",0.470946759,0.327930033,Alabama,,
White,0101800,4382,50838,"Chambers County, Chilton County, Coosa County, Tallapoosa County",0.826324701,0.608088255,Alabama,,
White,0101900,5965,58320,Lee County,0.839431465,0.610009909,Alabama,,
White,0102090,11334,113803,"Autauga County, Elmore County, Lowndes County, Montgomery County",0.572829247,0.425632268,Alabama,,
White,0102200,3716,47716,"Choctaw County, Clarke County, Conecuh County, Escambia County, Monroe County, Washington County, Wilcox County",0.664996445,0.490905344,Alabama,,
White,0102300,4696,53600,"Butler County, Coffee County, Covington County, Crenshaw County",0.726710021,0.630224943,Alabama,,
White,0102400,3824,35840,"Barbour County, Bullock County, Macon County, Pike County, Russell County",0.617272019,0.358758748,Alabama,,
White,0102500,7594,83705,"Dale County, Geneva County, Henry County, Houston County",0.894358754,0.621838093,Alabama,,
White,0102600,11287,96411,Baldwin County,0.954987705,0.734996796,Alabama,,
White,0102700,18634,143058,Mobile County,0.795033693,0.498003572,Alabama,,
White,0200100,14367,95705,Anchorage Municipality,0.75907433,0.478273898,Alaska,,
White,0200200,8613,88066,"Kenai Peninsula Borough, Matanuska-Susitna Borough",0.916276574,0.724125743,Alaska,,
White,0200300,10644,70030,"Denali Borough, Fairbanks North Star Borough, Haines Borough, Juneau City and Borough, Ketchikan Gateway Borough, Skagway Municipality, Southeast Fairbanks Census Area, Valdez-Cordova Census Area",0.857902825,0.595716059,Alaska,,
White,0200400,5173,16244,"Aleutians East Borough, Aleutians West Census Area, Bethel Census Area, Bristol Bay Borough, Dillingham Census Area, Hoonah-Angoon Census Area, Kodiak Island Borough, Kusilvak Census Area, Lake and Peninsula Borough, Nome Census Area, North Slope Borough, Northwest Arctic Borough, Petersburg Borough, Prince of Wales-Hyder Census Area, Sitka City and Borough, Wrangell City and Borough, Yakutat City and Borough, Yukon-Koyukuk Census Area",0.799907207,0.175810382,Alaska,,
White,0400100,149806,1263678,Maricopa County,0.784460127,0.422334641,Arizona,Phoenix,Phoenix
White,0400200,33416,223072,Pima County,0.705946982,0.343360424,Arizona,,
White,0400300,2622,40713,"Apache County, Navajo County",0.352277309,0.259566456,Arizona,,
White,0400400,6278,32010,Coconino County,0.674836099,0.377271771,Arizona,,
White,0400500,7318,75345,Yavapai County,0.902120292,0.662041903,Arizona,,
White,0400600,5418,76604,"La Paz County, Mohave County",0.884138405,0.61474508,Arizona,,
White,0400700,4429,24768,Yuma County,0.504212201,0.161167115,Arizona,,
White,0400800,11039,160907,"Gila County, Graham County, Greenlee County, Pinal County",0.728070199,0.443826288,Arizona,,
White,0400900,5235,37041,"Cochise County, Santa Cruz County",0.520740092,0.290782213,Arizona,,
White,0500100,11857,124758,Benton County,0.902015984,0.661477685,Arkansas,,
White,0500200,10492,90716,Washington County,0.896062851,0.606244504,Arkansas,,
White,0500300,6047,76065,"Baxter County, Boone County, Carroll County, Madison County, Marion County, Newton County, Searcy County",0.965665936,0.832904458,Arkansas,,
White,0500400,6547,76995,"Cleburne County, Fulton County, Independence County, Izard County, Sharp County, Stone County, Van Buren County",1,0.895061731,Arkansas,,
White,0500590,14208,137723,"Clay County, Craighead County, Crittenden County, Greene County, Lawrence County, Mississippi County, Randolph County",0.841606438,0.665823877,Arkansas,,
White,0500700,5316,37234,"Cross County, Lee County, Monroe County, Phillips County, Poinsett County, St. Francis County",0.756187737,0.467464328,Arkansas,,
White,0500800,5037,58327,"Jackson County, Prairie County, White County, Woodruff County",0.899624944,0.789237261,Arkansas,,
White,0500900,22763,101838,Pulaski County,0.708002865,0.404160738,Arkansas,,
White,0501100,8437,106168,"Faulkner County, Lonoke County",0.834355235,0.795367181,Arkansas,,
White,0501200,4824,61200,Saline County,0.700653613,0.802349389,Arkansas,,
White,0501300,6857,73228,"Conway County, Johnson County, Perry County, Pope County, Yell County",0.972762108,0.790773511,Arkansas,,
White,0501400,10809,90535,"Crawford County, Sebastian County",0.87451458,0.659703016,Arkansas,,
White,0501500,5040,52708,"Franklin County, Howard County, Logan County, Polk County, Scott County, Sevier County",0.926811337,0.714036047,Arkansas,,
White,0501600,6473,72718,"Clark County, Garland County, Hot Spring County, Montgomery County",0.84736222,0.742694914,Arkansas,,
White,0501790,8250,69040,"Arkansas County, Ashley County, Bradley County, Chicot County, Cleveland County, Desha County, Drew County, Grant County, Jefferson County, Lincoln County",0.766799867,0.500395,Arkansas,,
White,0501900,5385,33291,"Calhoun County, Columbia County, Dallas County, Ouachita County, Union County",0.838132322,0.476484239,Arkansas,,
White,0502000,4596,44391,"Hempstead County, Lafayette County, Little River County, Miller County, Nevada County, Pike County",0.785104215,0.583930731,Arkansas,,
White,0600100,44851,222237,Alameda County,0.581528902,0.223156631,California,,
White,0600300,7213,65910,"Alpine County, Amador County, Calaveras County, Inyo County, Mariposa County, Mono County, Tuolumne County",0.892035604,0.648197293,California,,
White,0600700,6907,79713,Butte County,0.912899792,0.597034037,California,,
White,0601100,4185,44047,"Colusa County, Glenn County, Tehama County, Trinity County",0.890804589,0.450973153,California,,
White,0601300,35452,276131,Contra Costa County,0.757958651,0.345387399,California,,
White,0601500,4691,48247,"Del Norte County, Lassen County, Modoc County, Plumas County, Siskiyou County",0.950942636,0.624459624,California,,
White,0601700,7567,84081,El Dorado County,0.954585612,0.671423316,California,,
White,0601900,24874,153503,Fresno County,0.645926952,0.190850064,California,,
White,0602300,5129,46950,Humboldt County,0.859416902,0.623257637,California,,
White,0602500,1898,10363,Imperial County,0.224005669,0.069512084,California,,
White,0602900,23108,186149,Kern County,0.67450887,0.247276485,California,,
White,0603100,5485,30272,Kings County,0.755197585,0.229622096,California,,
White,0603300,6145,48523,"Lake County, Mendocino County",0.917849123,0.514330864,California,,
White,0603700,210564,1134997,Los Angeles County,0.459878266,0.165676087,California,Los Angeles,Los Angeles
White,0603900,4474,27987,Madera County,0.61975342,0.22111176,California,,
White,0604100,15604,101733,Marin County,0.833947957,0.628249049,California,,
White,0604700,8322,45131,Merced County,0.63594681,0.188763916,California,,
White,0605300,16245,67169,"Monterey County, San Benito County",0.65940088,0.180457532,California,,
White,0605500,5578,34806,Napa County,0.855783999,0.370564371,California,,
White,0605700,3759,43736,"Nevada County, Sierra County",0.946136415,0.767837107,California,,
White,0605900,98962,657295,Orange County,0.64052248,0.305503488,California,,
White,0606100,15742,170972,Placer County,0.89713341,0.658275783,California,,
White,0606500,58501,458704,Riverside County,0.664059639,0.245980129,California,,
White,0606700,50179,364038,Sacramento County,0.734405637,0.341808498,California,,
White,0607100,55606,349693,San Bernardino County,0.582640052,0.202751726,California,,
White,0607300,111906,693346,San Diego County,0.685161173,0.3302854,California,San Diego,San Diego
White,0607500,28375,73488,San Francisco County,0.57779634,0.243329689,California,,
White,0607700,23020,130849,San Joaquin County,0.655149817,0.219793499,California,,
White,0607900,9204,84113,San Luis Obispo County,0.868383825,0.565469325,California,,
White,0608100,26285,147835,San Mateo County,0.688179076,0.3188456,California,,
White,0608300,18763,81320,Santa Barbara County,0.795446813,0.285396427,California,,
White,0608500,58646,298571,Santa Clara County,0.602257192,0.237909153,California,,
White,0608700,12292,67050,Santa Cruz County,0.829251826,0.419141084,California,,
White,0608900,5028,81000,Shasta County,0.823182702,0.697878778,California,,
White,0609500,11275,79616,Solano County,0.704203367,0.267289758,California,,
White,0609700,23265,145349,Sonoma County,0.840528905,0.466629416,California,,
White,0609900,18897,132916,Stanislaus County,0.73955071,0.307835549,California,,
White,0610100,6989,52219,"Sutter County, Yuba County",0.869494915,0.389481843,California,,
White,0610700,13827,80977,Tulare County,0.601226211,0.191821814,California,,
White,0611100,25577,210971,Ventura County,0.696977973,0.345667094,California,,
White,0611300,6806,49698,Yolo County,0.717100382,0.378761083,California,,
White,0800100,15800,144310,Larimer County,0.916366994,0.729888976,Colorado,,
White,0800190,180458,1269305,"Adams County, Arapahoe County, Bent County, Boulder County, Broomfield County, Cheyenne County, Clear Creek County, Crowley County, Denver County, Douglas County, Elbert County, Gilpin County, Jefferson County, Kiowa County, Kit Carson County, Lincoln County, Logan County, Morgan County, Phillips County, Sedgwick County, Washington County, Weld County, Yuma County",0.869522035,0.537782967,Colorado,,
White,0800200,5402,46645,"Garfield County, Moffat County, Rio Blanco County, Routt County",0.952229857,0.614307702,Colorado,,
White,0800400,7012,43716,"Eagle County, Grand County, Jackson County, Pitkin County, Summit County",0.958185315,0.586981058,Colorado,,
White,0800690,12486,109088,"Alamosa County, Baca County, Chaffee County, Conejos County, Costilla County, Custer County, Fremont County, Huerfano County, Lake County, Las Animas County, Mineral County, Otero County, Park County, Prowers County, Pueblo County, Rio Grande County, Saguache County",0.77470994,0.474669188,Colorado,,
White,0800900,6302,44909,"Archuleta County, Dolores County, Gunnison County, Hinsdale County, La Plata County, Montezuma County, San Juan County",0.919463098,0.687354624,Colorado,,
White,0801000,11475,106791,"Delta County, Mesa County, Montrose County, Ouray County, San Miguel County",0.952835679,0.697583735,Colorado,,
White,0804100,38797,304462,"El Paso County, Teller County",0.905858159,0.616571963,Colorado,,
White,0900100,63461,401858,"Bethel town, Bridgeport town, Brookfield town, Danbury town, Darien town, Easton town, Fairfield town, Greenwich town, Monroe town, New Canaan town, New Fairfield town, Newtown town, Norwalk town, Redding town, Ridgefield town, Shelton town, Sherman town, Stamford town, Stratford town, Trumbull town, Weston town, Westport town, Wilton town",0.88053447,0.582602143,Connecticut,,
White,0900300,60923,309254,"Avon town, Berlin town, Bloomfield town, Bristol town, Burlington town, Canton town, East Granby town, East Hartford town, East Windsor town, Enfield town, Farmington town, Glastonbury town, Granby town, Hartford town, Hartland town, Manchester town, Marlborough town, New Britain town, Newington town, Plainville town, Rocky Hill town, Simsbury town, South Windsor town, Southington town, Suffield town, West Hartford town, Wethersfield town, Windsor Locks town, Windsor town",0.85328722,0.51625365,Connecticut,,
White,0900500,15316,96511,"Barkhamsted town, Bethlehem town, Bridgewater town, Canaan town, Colebrook town, Cornwall town, Goshen town, Harwinton town, Kent town, Litchfield town, Morris town, New Hartford town, New Milford town, Norfolk town, North Canaan town, Plymouth town, Roxbury town, Salisbury town, Sharon town, Thomaston town, Torrington town, Warren town, Washington town, Watertown town, Winchester town, Woodbury town",0.965334654,0.844129384,Connecticut,,
White,0900700,9557,79803,"Chester town, Clinton town, Cromwell town, Deep River town, Durham town, East Haddam town, East Hampton town, Essex town, Haddam town, Killingworth town, Middlefield town, Middletown town, Old Saybrook town, Portland town, Westbrook town",0.891261756,0.770820081,Connecticut,,
White,0900900,52318,290011,"Ansonia town, Beacon Falls town, Bethany town, Branford town, Cheshire town, Derby town, East Haven town, Guilford town, Hamden town, Madison town, Meriden town, Middlebury town, Milford town, Naugatuck town, New Haven town, North Branford town, North Haven town, Orange town, Oxford town, Prospect town, Seymour town, Southbury town, Wallingford town, Waterbury town, West Haven town, Wolcott town, Woodbridge town",0.872199237,0.514203012,Connecticut,,
White,0901100,19483,111217,"Bozrah town, Colchester town, East Lyme town, Franklin town, Griswold town, Groton town, Lebanon town, Ledyard town, Lisbon town, Lyme town, Montville town, New London town, North Stonington town, Norwich town, Old Lyme town, Preston town, Salem town, Sprague town, Stonington town, Voluntown town, Waterford town",0.877415001,0.651840329,Connecticut,,
White,0901300,8718,77031,"Andover town, Bolton town, Columbia town, Coventry town, Ellington town, Hebron town, Mansfield town, Somers town, Stafford town, Tolland town, Union town, Vernon town, Willington town",0.933904648,0.836257219,Connecticut,,
White,0901500,7190,55100,"Ashford town, Brooklyn town, Canterbury town, Chaplin town, Eastford town, Hampton town, Killingly town, Plainfield town, Pomfret town, Putnam town, Scotland town, Sterling town, Thompson town, Windham town, Woodstock town",0.894278586,0.736562073,Connecticut,,
White,1000100,25799,172780,New Castle County,0.794744611,0.474937797,Delaware,,
White,1000200,6714,63650,Kent County,0.892107368,0.54508394,Delaware,,
White,1000300,9294,70539,Sussex County,0.873167992,0.61355865,Delaware,,
White,1100100,29589,48583,District of Columbia,0.473734766,0.163118333,District of Columbia,District of Columbia,District of Columbia
White,1200100,8535,64605,Alachua County,0.70782882,0.511123598,Florida,,
White,1200500,10243,123724,"Bay County, Holmes County, Walton County, Washington County",0.829459846,0.710151434,Florida,,
White,1200900,23025,205117,Brevard County,0.867950857,0.647348821,Florida,,
White,1201100,45247,351749,Broward County,0.559835196,0.292332679,Florida,Fort Lauderdale,Fort Lauderdale
White,1201500,4381,49290,Charlotte County,0.860538185,0.715758622,Florida,,
White,1201701,3245,52761,Citrus County,0.95835793,0.791126251,Florida,,
White,1201900,7863,102952,Clay County,0.910280168,0.672884464,Florida,,
White,1202100,10776,78420,Collier County,0.838599205,0.417260826,Florida,,
White,1202300,5620,83115,"Bradford County, Columbia County, Dixie County, Gilchrist County, Levy County, Union County",0.920104802,0.711479187,Florida,,
White,1202790,6829,65827,"DeSoto County, Glades County, Hardee County, Hendry County, Highlands County, Okeechobee County",0.766528249,0.405500978,Florida,,
White,1203100,34381,251852,Duval County,0.66136384,0.427134931,Florida,,
White,1203300,12977,97904,Escambia County,0.763577521,0.537172556,Florida,,
White,1203590,22753,199839,"Flagler County, Volusia County",0.874274731,0.600084662,Florida,,
White,1205301,5586,70101,Hernando County,0.777020454,0.698363185,Florida,,
White,1205700,58692,359011,Hillsborough County,0.715564132,0.401908278,Florida,,
White,1206100,3923,45306,Indian River County,0.827811778,0.564068735,Florida,,
White,1206300,5785,69922,"Calhoun County, Franklin County, Gadsden County, Gulf County, Jackson County, Jefferson County, Liberty County, Wakulla County",0.789868951,0.55949688,Florida,,
White,1206900,11596,127614,"Lake County, Sumter County",0.790834069,0.587281883,Florida,,
White,1207100,18851,186668,Lee County,0.836038649,0.494039804,Florida,,
White,1207300,11413,76155,Leon County,0.678134263,0.467452347,Florida,,
White,1208100,12921,109645,Manatee County,0.902052522,0.545253396,Florida,,
White,1208300,10339,110653,Marion County,0.832313657,0.566803098,Florida,,
White,1208500,5620,51313,Martin County,0.875253081,0.623934507,Florida,,
White,1208690,35733,261093,"Miami-Dade County, Monroe County",0.268455207,0.159750491,Florida,Miami,Miami
White,1208900,4136,53238,"Baker County, Nassau County",1,0.807627559,Florida,,
White,1209100,9675,79637,Okaloosa County,0.848609746,0.6522277,Florida,,
White,1209500,50051,268072,Orange County,0.6464867,0.326132774,Florida,,
White,1209700,6681,65264,Osceola County,0.442567557,0.274065346,Florida,,
White,1209900,48339,336729,Palm Beach County,0.701093554,0.411176652,Florida,,
White,1210100,20839,193446,Pasco County,0.874596059,0.656982958,Florida,,
White,1210300,36190,281390,Pinellas County,0.827370226,0.599227428,Florida,,
White,1210500,22722,201455,Polk County,0.751587749,0.469739884,Florida,,
White,1210790,12996,142662,"Putnam County, St. Johns County",0.908112645,0.733888209,Florida,,
White,1211100,8563,78429,St. Lucie County,0.73812604,0.416132987,Florida,,
White,1211300,7908,90034,Santa Rosa County,0.963098288,0.787423491,Florida,,
White,1211500,14669,125373,Sarasota County,0.900491118,0.681741834,Florida,,
White,1211700,20496,162071,Seminole County,0.78474617,0.549110293,Florida,,
White,1212100,5234,39478,"Hamilton County, Lafayette County, Madison County, Suwannee County, Taylor County",0.90506655,0.62610817,Florida,,
White,1300100,5854,57381,"Camden County, Glynn County, McIntosh County",0.810803354,0.560224533,Georgia,,
White,1300200,4201,41678,"Bryan County, Liberty County, Long County",0.65071249,0.470278919,Georgia,,
White,1300300,5245,64203,"Bulloch County, Effingham County, Screven County",0.871986687,0.642062128,Georgia,,
White,1300400,12813,62347,Chatham County,0.715810061,0.352639407,Georgia,,
White,1300500,8307,79336,"Atkinson County, Bacon County, Brantley County, Charlton County, Clinch County, Coffee County, Echols County, Lanier County, Pierce County, Ware County",0.884853005,0.620641649,Georgia,,
White,1300600,5194,36131,Lowndes County,0.759467781,0.452146173,Georgia,,
White,1300700,5181,46148,"Ben Hill County, Berrien County, Brooks County, Cook County, Irwin County, Tift County, Turner County",0.869733095,0.485701948,Georgia,,
White,1300800,5344,43946,"Colquitt County, Thomas County, Worth County",0.819631875,0.486704409,Georgia,,
White,1300900,3797,29226,"Dougherty County, Lee County",0.607422829,0.315397561,Georgia,,
White,1301090,76828,321615,"DeKalb County, Fulton County",0.546091676,0.279705584,Georgia,,
White,1301100,4537,36889,"Baker County, Calhoun County, Decatur County, Early County, Grady County, Miller County, Mitchell County, Seminole County, Terrell County",0.696286082,0.421492219,Georgia,,
White,1301200,7703,65255,"Appling County, Evans County, Jeff Davis County, Montgomery County, Tattnall County, Telfair County, Toombs County, Wayne County, Wheeler County",0.836101174,0.577074409,Georgia,,
White,1301300,5569,53855,"Bleckley County, Candler County, Dodge County, Emanuel County, Johnson County, Laurens County, Treutlen County, Wilcox County",0.85716486,0.531769931,Georgia,,
White,1301400,6354,32183,Bibb County,0.640847206,0.287733585,Georgia,,
White,1301500,6112,59276,"Houston County, Pulaski County",0.708063006,0.496315897,Georgia,,
White,1301600,4438,66872,"Baldwin County, Crawford County, Jones County, Monroe County, Peach County, Putnam County, Twiggs County, Wilkinson County",0.797054589,0.561826825,Georgia,,
White,1301700,8716,48497,"Chattahoochee County, Muscogee County",0.622615874,0.330863655,Georgia,,
White,1301800,4913,49421,"Clay County, Crisp County, Dooly County, Harris County, Macon County, Marion County, Quitman County, Randolph County, Schley County, Stewart County, Sumter County, Talbot County, Taylor County, Webster County",0.671266556,0.421027064,Georgia,,
White,1301900,5586,60454,"Butts County, Lamar County, Pike County, Spalding County, Upson County",0.899951696,0.588314295,Georgia,,
White,1302100,9072,67987,Coweta County,0.909382522,0.672685742,Georgia,,
White,1302200,4181,39118,"Heard County, Meriwether County, Troup County",0.688117206,0.513865352,Georgia,,
White,1302300,4510,51071,Carroll County,0.784893811,0.634264767,Georgia,,
White,1302400,7149,51974,Fayette County,0.856167674,0.586045146,Georgia,,
White,1302500,10711,81979,"Floyd County, Haralson County, Polk County",0.914922714,0.66657722,Georgia,,
White,1302600,7803,105271,"Catoosa County, Chattooga County, Dade County, Walker County",0.933596551,0.877616704,Georgia,,
White,1302700,5334,38312,Whitfield County,0.937763691,0.461885303,Georgia,,
White,1302800,7114,95311,"Fannin County, Gilmer County, Gordon County, Murray County, Pickens County",0.972123504,0.787791848,Georgia,,
White,1302900,5098,54285,Bartow County,0.916411996,0.684915066,Georgia,,
White,1303000,35598,233300,Cobb County,0.749478936,0.438372344,Georgia,,
White,1303100,12510,133195,Cherokee County,0.935676873,0.732984424,Georgia,,
White,1303200,4953,67321,"Dawson County, Lumpkin County, Rabun County, Towns County, Union County, White County",0.90565002,0.871706247,Georgia,,
White,1303300,13152,132834,Forsyth County,0.896890342,0.725603223,Georgia,,
White,1303400,10542,71773,Hall County,0.920618296,0.46934998,Georgia,,
White,1303500,5578,70354,"Banks County, Franklin County, Habersham County, Hart County, Stephens County",0.940958142,0.728981435,Georgia,,
White,1303600,4401,18682,Clarke County,0.7614187,0.304192781,Georgia,,
White,1303700,4807,55244,"Elbert County, Greene County, Madison County, Oconee County, Oglethorpe County",0.974260211,0.71454072,Georgia,,
White,1303800,5537,74120,"Barrow County, Jackson County",0.986108661,0.697856128,Georgia,,
White,1303900,8512,62082,"Jasper County, Morgan County, Walton County",0.922810078,0.682212293,Georgia,,
White,1304000,27433,34847,Richmond County,0.653726995,0.256035924,Georgia,,
White,1304007,21787,230798,Gwinnett County,0.730641544,0.317964464,Georgia,,
White,1304100,5130,68707,Columbia County,0.867139935,0.632230341,Georgia,,
White,1304200,3155,34950,"Burke County, Glascock County, Hancock County, Jefferson County, Jenkins County, Lincoln County, McDuffie County, Taliaferro County, Warren County, Washington County, Wilkes County",0.636859119,0.388303131,Georgia,,
White,1304300,6485,51560,"Newton County, Rockdale County",0.598468065,0.331230491,Georgia,,
White,1304400,6023,38840,Douglas County,0.688185573,0.332633913,Georgia,,
White,1304500,7932,88916,Paulding County,0.930330753,0.68356961,Georgia,,
White,1305000,2758,19000,Clayton County,0.212792218,0.084234416,Georgia,,
White,1306000,7948,76940,Henry County,0.617560208,0.41192627,Georgia,,
White,1500100,7304,23123,"Kalawao County, Kauai County, Maui County",0.516037881,0.162366942,Hawaii,,
White,1500200,3429,18231,Hawaii County,0.362205565,0.150868922,Hawaii,,
White,1500300,15646,70385,Honolulu County,0.277175456,0.119275585,Hawaii,,
White,1600190,10351,147617,"Benewah County, Bonner County, Boundary County, Kootenai County, Latah County, Shoshone County",0.977523863,0.882454574,Idaho,,
White,1600300,4254,52621,"Adams County, Boise County, Butte County, Clark County, Clearwater County, Custer County, Idaho County, Lemhi County, Lewis County, Nez Perce County, Valley County",0.933508873,0.841626287,Idaho,,
White,1600490,31060,395372,"Ada County, Canyon County, Gem County, Owyhee County, Payette County, Washington County",0.939333439,0.72721988,Idaho,,
White,1600900,4275,59440,"Cassia County, Twin Falls County",0.930764198,0.706954181,Idaho,,
White,1601000,4984,55433,"Blaine County, Camas County, Elmore County, Gooding County, Jerome County, Lincoln County, Minidoka County",0.945192516,0.622157633,Idaho,,
White,1601190,12136,172831,"Bannock County, Bear Lake County, Bingham County, Caribou County, Franklin County, Fremont County, Jefferson County, Madison County, Oneida County, Power County, Teton County",0.972046435,0.817005634,Idaho,,
White,1601200,4007,74872,Bonneville County,0.980425715,0.76590693,Idaho,,
White,1700104,6433,68006,"Carroll County, Jo Daviess County, Lee County, Whiteside County",0.997209728,0.831755579,Illinois,,
White,1700105,6868,56314,Rock Island County,0.808095098,0.583709955,Illinois,,
White,1700202,7615,94283,"Fulton County, Hancock County, Henderson County, Henry County, McDonough County, Mercer County, Warren County",0.943618357,0.887979507,Illinois,,
White,1700300,7760,65500,"Adams County, Brown County, Mason County, Pike County, Schuyler County",0.950863838,0.873461425,Illinois,,
White,1700401,5852,82216,"Calhoun County, Cass County, Greene County, Jersey County, Macoupin County, Morgan County, Scott County",0.957147539,0.884176135,Illinois,,
White,1700501,6744,84263,"Bond County, Clinton County, Effingham County, Fayette County, Montgomery County",0.980802774,0.921491206,Illinois,,
White,1700600,5511,57145,"Coles County, Cumberland County, Douglas County, Edgar County",0.967860878,0.913516104,Illinois,,
White,1700700,4993,65510,"Clark County, Clay County, Crawford County, Jasper County, Lawrence County, Richland County, Wayne County",0.988125861,0.943866551,Illinois,,
White,1700800,5744,75041,"Alexander County, Edwards County, Gallatin County, Hamilton County, Hardin County, Johnson County, Massac County, Pope County, Pulaski County, Saline County, Union County, Wabash County, White County",0.954628527,0.860108197,Illinois,,
White,1700900,10482,91597,"Franklin County, Jackson County, Perry County, Williamson County",0.97190541,0.840740561,Illinois,,
White,1701001,9951,91661,"Jefferson County, Marion County, Monroe County, Randolph County, Washington County",0.944565713,0.878433287,Illinois,,
White,1701100,12193,97717,St. Clair County,0.887538195,0.532079875,Illinois,,
White,1701200,11768,137168,Madison County,0.97015661,0.799347341,Illinois,,
White,1701300,11131,96562,Sangamon County,0.904371142,0.705692351,Illinois,,
White,1701500,6009,44425,Macon County,0.962518036,0.657514989,Illinois,,
White,1701602,4921,88390,"Christian County, De Witt County, Logan County, Menard County, Moultrie County, Piatt County, Shelby County",0.999187827,0.92401135,Illinois,,
White,1701701,12923,73461,Peoria County,0.911032796,0.599207163,Illinois,,
White,1701900,8617,84818,Tazewell County,0.971148431,0.902434349,Illinois,,
White,1702000,10859,80120,McLean County,0.937656522,0.711210549,Illinois,,
White,1702100,9167,66050,Champaign County,0.87983489,0.560729444,Illinois,,
White,1702200,9120,85562,"Ford County, Iroquois County, Livingston County, Vermilion County",0.971039176,0.791463912,Illinois,,
White,1702300,6687,48889,Kankakee County,0.941565752,0.610532522,Illinois,,
White,1702400,6531,60058,LaSalle County,0.954824567,0.79655689,Illinois,,
White,1702501,7554,83040,"Bureau County, Knox County, Marshall County, Putnam County, Stark County, Woodford County",0.97270149,0.834229112,Illinois,,
White,1702601,4928,47564,DeKalb County,0.921465993,0.702518284,Illinois,,
White,1702700,6108,53399,"Ogle County, Stephenson County",0.986593425,0.774021924,Illinois,,
White,1702890,16167,148127,"Boone County, Winnebago County",0.88917613,0.582010865,Illinois,,
White,1703000,32834,201936,Kane County,0.882966697,0.457080781,Illinois,,
White,1703100,36430,330870,Will County,0.878657043,0.581111908,Illinois,,
White,1703200,66322,393790,DuPage County,0.878867805,0.595044017,Illinois,,
White,1703300,48916,299820,Lake County,0.909591258,0.536972106,Illinois,,
White,1703400,222443,1011415,Cook County,0.67700541,0.29295972,Illinois,Chicago,Chicago
White,1703600,15753,185902,McHenry County,0.952533543,0.750664234,Illinois,,
White,1703700,13295,100870,"Grundy County, Kendall County",0.853721201,0.685188353,Illinois,,
White,1800100,21386,154393,Lake County,0.818383574,0.427264839,Indiana,,
White,1800200,7447,90175,Porter County,0.989108801,0.766905069,Indiana,,
White,1800300,4771,51798,LaPorte County,0.975066423,0.699764907,Indiana,,
White,1800400,11490,114215,St. Joseph County,0.926911891,0.61789608,Indiana,,
White,1800500,10570,103056,Elkhart County,0.940809965,0.63543427,Indiana,,
White,1800600,7138,107963,"DeKalb County, LaGrange County, Noble County, Steuben County",0.964203715,0.87822634,Indiana,,
White,1800700,4841,67476,"Fulton County, Jasper County, Newton County, Pulaski County, Starke County",1,0.914024055,Indiana,,
White,1800800,6730,71979,"Kosciusko County, Marshall County",1,0.81320256,Indiana,,
White,1800900,5937,90806,"Adams County, Huntington County, Wells County, Whitley County",0.956654847,0.922187924,Indiana,,
White,1801000,18906,179365,Allen County,0.951867878,0.651357651,Indiana,,
White,1801100,6092,75922,"Benton County, Carroll County, Clinton County, Montgomery County, White County",0.989925265,0.846805036,Indiana,,
White,1801200,5687,72447,Tippecanoe County,0.933059871,0.682824552,Indiana,,
White,1801300,6622,76621,"Cass County, Howard County, Tipton County",0.90824306,0.7944116,Indiana,,
White,1801400,6063,74821,"Grant County, Miami County, Wabash County",0.95600754,0.810523033,Indiana,,
White,1801500,4081,69971,"Blackford County, Henry County, Jay County, Randolph County",1,0.935666323,Indiana,,
White,1801600,5468,67989,"Clay County, Fountain County, Parke County, Sullivan County, Vermillion County, Warren County",0.994362593,0.949819088,Indiana,,
White,1801700,4223,53534,Vigo County,0.935533881,0.822701335,Indiana,,
White,1801800,18157,251330,"Boone County, Hamilton County",0.955279648,0.82767731,Indiana,,
White,1801900,6371,69187,Madison County,0.976847589,0.766810358,Indiana,,
White,1802000,3871,51075,Delaware County,0.904862106,0.798908174,Indiana,,
White,1802100,4539,78002,"Brown County, Morgan County, Putnam County",0.9725734,0.934301138,Indiana,,
White,1802200,10472,99239,Hendricks County,0.997143388,0.82391572,Indiana,,
